rev_id,comment,year,logged_in,ns,sample,split,attack
459378077,"thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggot thanks for watching wiki raid threads and ruining fun, dick faggotNEWLIN",2011,False,user,blocked,train,True
425484373,`  ::::::Silly guy. You should use email like the wikijews.  —Preceding unsigned comment added by    `,2011,False,user,blocked,train,True
518801248,:::Your failure to recognize that a significant global prediction for a large rare event is every bit of scientific interest and speaks volumes about your ignorance and lack of scinetific prowness.  So go ahead and pontificate away -maybe your mom will give you an 'attaboy' for your twisted view of science (whilst you sit on her basement couch in your underwear).  Thanks again for affirming the process by witch WP will never have any credibilioty anywhere and is mostly a waste of time  :::(See-you served a good purpose afterall!  Your mum would be proud!),2012,False,article,blocked,train,True
373507861,You suck. Leave me alone. Fuck tildes too.,2010,True,user,blocked,train,True
342537212,FUCK you u Racist ass pieces of Shits! Imma let everyone know what wikipedia really is!!! Fuck off Rcaist fuckers!!!! Bitches,2010,True,user,blocked,train,True
187185323,What the hell? What the fuck did I do now? It was a couple of harmless edits.,2008,False,user,blocked,train,True
622723879,"And your point of hindering me from editing anything on Wikipedia (due to a user who was being delinquent and a nuisance)? I believe you need to revise on the IR (incident report) he sent to you about me verbally attacking him. He came at me in a verbal aggressive way and tried to play the victim.  btw, how does the word 'inferior' an offense? It's not a profane word.   Profane words like 'b****, mother****er, f*** you, a**hole, c*******ing, bull****, d***, and so on are more offending words than what you told me about one word being unacceptable.    Please, try to be more specific on what you're talking about, before you bewildered your thoughts.",2014,True,user,blocked,train,True
339636476,you are a nigger,2010,False,user,blocked,train,True
458552098,MEGGIE EVERETT IS WEIRD!,2011,False,user,blocked,train,True
48239284,"You're still a fuck, good luck on being a worldwide fuck",2006,True,user,blocked,train,True
558760830,"::::You obviously didn't read what they are writing, or you're just someone who doesn't care. I'm trying to work within the policies and every time I turn around one of you jerkwads pulls another thing out of thin air because you don't make any of this crap findable in the first place and use it to beat people over the head for your own sick amusement apparently.",2013,False,user,blocked,train,True
127713957,. finally chris you are going to lose your computer why do you care so much about this stupid website get a new life man and dont mess with my fun ever again loser,2007,False,user,blocked,train,True
542238727,Shut the fuck up you stupid cunt,2013,False,user,blocked,train,True
335178248,"I have never seen so many stupid people pretending to be halfway smart as in this section. It's COBOL, not Cobol, and it does not represent years as strings, you morons. You use two digits - digits, not strings - in WORKING STORAGE, denoting them as '99', meaning directly two digits. In IBM's own collating sequence of course.  Why don't you people just bugger out of here and leave this high brow stuff to people with an education and an IQ above that of your ilk - that of the common ape?",2009,False,article,blocked,train,True
555662168,You assholes on Wikipedia don't understand the importance of some hip-hop artists. Go listen to your lame ass white boy music.,2013,True,user,blocked,train,True
218717545,"Notorious or Infamous, you a playboy gangsta. I'm a do what you did only bigger and better. I'm what you used to be and I been to both of your lame Tevapedias. If we fought, I'd kill ya, boy.",2008,True,user,blocked,train,True
258465616,"`:: actually you cannot call Beijing, 'Peking' anymore. the standardized is quite common in Asia, Korea is demand it's capital to be rename in several languages too. what you just said is a very imperialistic view of the world, if it can be correct, it should be corrected, your excuse is insanely stupid. the ``chinese`` never had a word that sound anything like ``chinese`` it is obviously made up by imperialist and should be removed.     `",2008,False,article,blocked,train,True
57211041,You are a gay homo. I hope you choke on your penis and die. I am sending a big bleck guy to jizz in your face.,2006,True,user,blocked,train,True
384979469,"` *That's a nasty (and false) allegation.  'Done the job' means recorded the event for information, there was no 'promotion'.  And surely against your much-repeated ``good faith`` code of conduct.  So in my time, I'll be sorting out this false 'promotion' accusation along with the usual conspirators who have ganged up to ruin recent clean edits.  `",2010,True,article,blocked,train,True
95209265,I can underline shit! Cool!,2006,True,user,random,train,True
363741118,":But you did report me for the blowjob though. Are you to jealous of JamesBWatson. If you want it, then just ask him.",2010,False,user,blocked,train,True
187121495,"P.S.  - You banned LisaMinelli.  The actresses name is LIZA, you powerdrunk fool",2008,True,user,blocked,train,True
112508465,This always happens by all these unregistered idiots who blank our useful articles and write trash. But why won't they get blocked permanently? That's the only way to defend Wikipedia.,2007,True,article,blocked,train,True
422643659,", or any backbone to the administrators, you all  will toss out Gryffindor's farcical behavior.  You would think these German speakers could be fair, could live with compromise.  Then you see people saying that the current name was all a conspiracy.  Yes, of course.  Utterly pathetic.",2011,False,article,blocked,train,True
670025189,"Hey, , you really make me mad. You really make the fake release date of The Choice (2016 film). I don't care what you say. You disturb me for editing real article. Thanks. F**k you.",2015,True,user,blocked,train,True
572445478,damn this sucks (  R.I.P.,2013,False,article,blocked,train,True
190099925,"I do not know if Sfahey is a sock puppet of yours or not, it really does not matter. You have deleted cited reference material. Frankly, you're far more destructive in that manner than I, since you did in about 22 cites. I knew you couldn't resist responding with hostile activity, since you've been stalking ISP addresses 129.133.124.199 and 159.247.3.210 since the first of the year. If you can't curb your aggression, why don't you consider therapy? Your content is wrong, and the game you are playing is borderline psychotic.",2008,False,user,blocked,train,True
58858223,"fuckoff i don't want self promoting faggots shitting up wikipedia, if there's a fucking ban on vanity pages for people there should be one on vanity pages for shitty bands nobody will ever care about",2006,False,user,blocked,train,True
561549488,"http://gawker.com/5827835/wikipedia-is-slowly-dying I'll happily dance on Wikipedia's grave when the shutdown happens, what a shit site that supports retards and vandals.",2013,False,article,blocked,train,True
33523381,"=  I see he just cannot stay away... his skeptical hackles are up. He nitpicks and instead of helping with minor edits, he deletes. WHAT A GUY!!!!!  He should improve his own bad page, Mythology, which needs BIG TIME HELP.   hAPPY nEW yEAR, DG.  beckjord",2006,False,article,blocked,train,True
154056335,*LEAVE ME ALONE! FUCK YOU!,2007,False,user,blocked,train,True
37240995,"MEEEEEEEEOOOWWW!!!! SHHHHHHHHHHHHHHHH!!!!   Uh, there are two ways, why you do erased my comment about WW2, that holocaust was brutally slaying of Jews and not gays/Gypsys/Slavs/anyone...  1 - If you are anti-semitian, than shave your head bald and go to the skinhead meetings!  2 - If you doubt words of the Bible, that homosexuality is a deadly sin, make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals!  3 - First and last warning, you fucking gay - I won't appreciate if any more nazi shwain would write in my page! I don't wish to talk to you anymore!  Beware of the Dark Side!",2006,True,user,blocked,train,True
695915512,u no wat ass hole go fuck your self and stop ben a dick head u in trouble no motha fucka u be getin a visit fronm the fbi.buddy so keep it coming and yourl never find me,2015,False,user,blocked,train,True
235675484,Yea well kiss my fucker shit nuts!,2008,False,user,blocked,train,True
680219228,::: Thanks.  And fuck you.,2015,True,user,blocked,train,True
168579633,"::Unbelieveable. Absolutely unbelieveable. It had slipped my mind that I actually did try once more to knock some sense in with that remark on the infallible doctor's talk page. That was a mistake. A momentary lapse of reason. I'd somehow got it into my head that somehow, someway, just the slightest degree of sensibility would kick in. I'd forgotten that logic has no place here.  ::Clio basically told Dirk he doesn't know shit, and so I basically parrotted that back to her in order to try to point out to you guys once again for the zillionth time that you're letting her get away with murder.  ::And then came the ugliness. I'd forgotten about the whole thing until just now when I noticed in my contributions that I'd apparently made a remark on her page. Talk about a personal attack. I swear I've rarely seen such sickening thoughts put into words. And all about me. Such anger, such twisted hatred, such disturbed imagery...  ::No. I don't care how irritating this whole thing is. It's not worth it. This girl is not well, and NEITHER of us are helping. Haven't you noticed how many regulars have simply stopped editing out of frustration? Haven't you noticed how pretty much every question is answered by the same person? Do you not realize how responsibile you are for having actively participated in the transformation of the Humanities RefDesk from once being a vibrant place where one could find a multifaceted, multidimensional answer written by a variety of differing editors, each with his own invaluable unique insights and perspectives, into the stale, single-faceted unidimensional, useless place it is now?  ::No. It's not worth it. It's futile. Worse actually. Perhaps I share in some of the blame myself. If it wasn't for my relentless protestations, perhaps the whole thing would have blown over, Clio would have gotten bored of the Humanities RefDesk, moved on, and it wouldn't be the cold, sterile place it is now.  ::Perhaps I lost perspective, and didn't realize the magnitude of the harm that my persistent challenges could potentially inflict on a very fragile and terribly imbalanced young mind.  ::Just please read the damn thing over, Rockpocket. Here it is:  . Those rants of hers are clearly not the product of a healthy mind. I recognize that now. I have to stop. What I'm doing is wrong. So to all who will inevitably read this, I say publicly to Clio:  :::You win. I lose. You're right. I'm wrong. You're smart and you were right all along, I'm an intellectually impoverished imbecile. Yes, as you say, I'm pathetic. I'm honestly, genuinely sorry for having caused you such grief. I don't belong editing here on Wikipedia as I can't even approach your level of intelligence. I wish you nothing but health and happiness. Be well.   :::-Lewis with four degrees.",2007,True,user,blocked,train,True
59955795,Viral is a faggot mother fucker in the shit of the crap stritting.,2006,False,user,blocked,train,True
231699767,Its called soccer not football. And Fox Soccer Channel and GOL TV show SOCCER games from around the world. Stop being a controlling asshole. I saw how many people hate you because you're always removing their edits you stupid British piece of shit. Go see a dentist.,2008,True,user,blocked,train,True
306038546,LAST CHANCE YOU DICK !,2009,True,user,blocked,train,True
272564604,Fuck you! I will go to your house and Kill you with my gun!,2009,False,user,blocked,train,True
611760605,something called style and faith and honesty. Try one of three or fuck off.  S.,2014,True,user,blocked,train,True
112985485,"look man, youre a graduate student in mathematical fucking ecology and you have pictures of amoebas on your homepage.  dont you have anything better to do?  you have a job?  what can you do as a mathematical ecologist?  what the FUCK do you want to do with your life????  GET OFF WIKIPEDIA YOU FUCKING DEAD BEAT!  jesus H. christ!  go get a girlfriend or something, or get an interesting job, or at the least, go play some donkey kong or something.  my god.  you sicken me you sad sack little fuck.  oh and TEA DRINKER?????  you drink tea!?  i like tea too man, but not THAT much.  you are a giant COCK SUCKER.  get a life dude.   sincerely,      the real N-town gangsta    p.s.-  youre a faggot",2007,True,user,blocked,train,True
159473580,"You really are a wanker. Honestly, I sit here and expose myself metaphorically speaking to a conciliation, but all you can do is ignore me. Sir, not only do you constantly assume bad faith, you abuse your powers as an admin in terms of venting your privately held sexual frustrations in dealing with other peoples work. You also advertise blatantly on your userpage, an offence I brought up before but which you remarkably labeled 'vandalism'. Several of your articles do not cite sources, therefore not establishing notability in the field they claim to represent.   Your response to all of this will be of course to 'remove this' as vandalism. To that I say to you, you are pathetic. You are a cretin. Only by replying to me will I stop. Sir, I am a reasonable man but your constant incivility is driving me over to the edge. Already I have made legal challanges to your position here; You may consider me to be a troll, but I am a long gone editor, wanting to drag you down like the slimeball you are. You are the kind of fucking imbecile which is dragging this place down to its knees. When will you learn that it is common fucking human decency to reply to somebody when they approach you with a genuine question.   What do you say?",2007,False,user,blocked,train,True
338450101,"Just for clarification you're a cock. Congrats on having software that can detect IP changers. Glad I only got it on the trial. No, you really are a cock.",2010,True,user,blocked,train,True
648289462,Renzoy 16 Stop erasing my edits now or else kakasuhan kita ng paglabag sa cybercrime law last warning mo you mother fucker,2015,True,user,blocked,train,True
658299292,Supergabbyshoe Shut The Fuck Up.,2015,True,user,blocked,train,True
44211087,"Frickin' vandals. Hunt 'em down, Admins please. racooon",2006,False,article,blocked,train,True
187864805,ASSHOLES! COME AND TRY ME YOU STUPID FUCK SON OF A BITCHES!!!!,2008,False,user,blocked,train,True
418489034,ITS NOT A PERSONAL ATTACK HES MY BRO STOP BEING A HOE,2011,False,user,blocked,train,True
213648766,"your telling me to keep my cool eh, then why do your fellow koreans get to call chinese shit, and say fuck you to chinese users? is this encyclopedia supposed to be korean dominated?",2008,False,user,blocked,train,True
144319696,-Write or Wrong is an asshole,2007,False,article,blocked,train,True
666911531,"Beeblebrox, you blocked me. You spilled water over all the countless hours I spent editing Wikipedia, the tireless edits I made. My eyes and sleep became bad.  YOU F*CKING PROST!TUTE.",2015,False,user,blocked,train,True
354861027,"Why do you block some users, only by the fact of be suckpuppet, suckpuppet are in wikipedia but is not motif to block, you are a great stupid. –",2010,False,user,blocked,train,True
372496360,"What's the point of citations when people do not read them and just go revert your edit? Oh well, why should I bother trying to explain or reason with an moron.",2010,True,user,blocked,train,True
671389748,"You block me? uahahaha go to hell you motherfucker, wikipedia is shit, i wan't make nothing more!",2015,False,user,blocked,train,True
102157767,"You NDP attack queers are going to have your hands full keeping the truth off of wikipedia keep deleting and blocking, asshole, it is your only talent",2007,False,user,blocked,train,True
11673744,"You can block and block and suck my cock but nothing can stop freedom of speech. In the end, America wins. We always do. Ask Saddam. My sockpuppet army is on the march.",2005,True,article,blocked,train,True
526456455,"10% of them were gay, OK? Y U so mad bout that, bro? U anti-gay?",2012,False,user,blocked,train,True
223474315,and are aware that Ion Mihai Pacepa and others accused Yasser Arafat of being a homosexual who died of AIDS,2008,True,user,blocked,train,True
566991188,"Hi, my name is Widr and I love to suck some African mansausage.",2013,False,user,blocked,train,True
385103483,"I would like to thank you for Inde blocking my former account Whitmore 8621, but You should blocked Eaglestorm for being a cyberBully, and a internet stalker. I removed the templates off my talk page because I thought they were worthless. Ealgestorm gave me a very hard time for ne reason and you introduced yourself to me when it was already quite bad. He revoked Dennis Hart edits even though what I added was truthful. He got only blocked for 24 hours I got Blocked for a week. Eaglestorm is a terrible person for what he does to people it just wrong he is a intenret bully.  He humilated me numerous times while I was on Wikipedia and would not leave me alone he is no siant either.   So I suggest you block him for corruption or so fourth.   Whitmore 8621",2010,False,user,blocked,train,True
