id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,category
dfbeccec86381a33,"CIGAN GYPSY  retarded idiot Milburn, stop your vandalism and your illegal picture deletions!",1,0,0,0,1,0,hate
0b625cb49744edbc,"you're a PATHETIC, BUREAUCRATIC piece of slime. You can remove your withered ballsack with a rusty shears,
 or you can eat my shit. Your name will be on the syph list one day, with a †.",1,0,1,0,1,0,hate
2d62c2c6fe51f6fe,Bongwarrior is a faggot.,1,0,1,0,1,1,hate
b8930f4bdd378f76,"look idiot 

all your changes will be taken away now.",1,0,0,0,1,0,hate
4b8cf542005da9d1,"In German and European law you are the fool. Private datas are the property of the individual person.
You want to force somebody to open his personal datas. That is a violation of german data protection law. MP",0,0,0,0,1,0,hate
4f4def3f28d6a728,for an idiot such as yourself,1,0,0,0,1,0,hate
d41e02454897b4a7,"what's the problem with you 

mind your own business. you nerdy guy",1,0,0,0,1,0,hate
cff5a6002a12273a,"ASSHOLE LICKER
fuck u asshole go fuck your own mother fuck fuck fuck fuck a duck fucked a kangaroo you piece of shit go suck your own balls 75.175.233.227",1,1,1,0,1,0,hate
e6f4c4014025ef62,"Do not tell me what to do, you shitbag.",1,0,1,0,1,0,hate
6826d1ca1ffe8424,"hey 
fred you fucking suck ass u bitch ass motherfucker. u fuckin delete everything you ho. u can take wikipedia and shove it up you ass dumb ass bitch go to hell bastard hope fall in a ditch asshole and you can suck my dick.
unsigned comment was added by  (talk • contribs).",1,1,1,0,1,0,hate
e44b83f9338b5ade,"I shalt sever thy head at the neck. 

It will be dreadfully slow and painful, in accordance with Wikipedia policies.",0,0,0,1,0,0,hate
51250c77c248d321,HEY FUCKFACE STOP REVERTING MY PAGE U GAY LOSER! CANT U HAV SOME FUN U FUKIN NERD! THINK UR SO TUFF (BIG)     DUNC? TELL ME UR ADRESS AND ILL CUM FUK U UP,1,1,1,0,1,0,hate
992bb81976fec69a,"Here I am: 0Waldo with my 'OTHER' response to your total collateral/blatherskite actions.  If you other junior punk editors would have done your research prior to intimidating me with your virtual stupidity then you would have taken note that the link which has been on there forever mysteriously evaporated on 10:55, 22 February 2006 by “”Timpailthorpe”” due to actions of “”Agent007bond”” on 01:59, 22 February 2006.  All I did was add the link back and try to ignore your stupid bla-bla and ya-ya by adding it back. I'm getting sick of having to deal with the jack-legged intellect that you bone-headed editors suffer from so liberally – GADZ; you all think you are so intelligent, sorry pals, you lack severely, doctorates and all.  My Advice: do your research and “”then”” come back and ask me a question or do your edit thing – quit screaming at me with all your junior editorial cannons/crap about “3R”, “Civil” and the like – here is my advice: TAKE AN ANTI-STUPID-EDITOR-PILL all of you. You revert this and you revert that and then do your research and realize your actions were premature and then have to stick with your accidents and stupidity and lie to the cops here subsequently blaming your stupid actions on me. I submit this “”Civilly and sincerely”” to all applicable.",1,0,1,0,1,0,hate
e24a6d172c1b69a5,"Poision Ivy 

You got poison ivy on your penis mother fuycker, biatch!!!!",1,1,1,0,1,0,hate
126ab532133d26c8,"""

Sorry!  Meant to say """"Go fuck yourself you Asperger's riddled freak for accusing me of destructive edits I had nothing to do with.""""""",1,0,1,0,1,0,hate
81486013173ae231,"""
I've seen several articles that use """"was"""" for TV shows no longer on the air; are they all wrong, too? Don't be a jerk.   """,1,0,1,0,1,0,hate
7e4ad3cda979a734,"ged likes penis =)

 1
0 0",0,0,1,0,1,0,hate
6a1bda52ed935582,""" 
It's interesting to note the same 1694 publication calls it """"Spitsberg"""", with a normal s. Again, you're wrong. Shut the fuck up.   """,1,1,1,0,1,0,hate
3cb9839ed6cdee41,Hey! Thanks for being a dick and adding a warning template on an IP talk page instead of fixing your fuck up. Your mindbogglingly idiotic idea that the  background section should follow the one editorial you read instead of countless other sources is superb. Way to fuck up a massive section in a highly read article you fucking dolt.,1,0,1,0,1,0,hate
68f3436a95bed8ad,"Fuck You Your a Fag==

==",1,1,1,0,1,1,hate
b6b1c93e0edeffda,THIS IS ALL FAKE DUMB NUTS!!!!,1,0,1,0,1,0,hate
4cb3345aee610303,"Tyren Morrison Is A Sick Kent!! 

The Title says it all!! Tyren Morrison is probably the maddest cunt going around! all of the bitches should get on his D!! he is great!! All of yous reading this should be jealous! love his dick! okay bitches! LOVE IT!",1,0,1,0,1,0,hate
cc3021af2d665d80,"""So its okay for a woman editor to be called a """"cunt"""" a """"Bitch"""" a """"cock shit"""" and repeatedly subjected to obscenities like """"Fucking"""". That isn't a big deal, but if she complains about it THEN it is a a big dealwrongdoing on her part. Obviously the concept of basic fairness did not enter into your decision. Your handling if this is dripping with sexism and bias. """,1,0,1,0,1,0,hate
e35bf39d4998f727,Fuck off Dicksternet you dickhead.,1,0,1,0,1,0,hate
1e1ff0c4beceb66f,The Bitch mother who bore them all muajaja,1,0,1,0,1,0,hate
9f9c8301b8557210,"wow
well who do you think you are you cuntsy, like a prick fuck off your mums a dirty swag you shite eyed 
stupid nonce",1,0,1,0,1,0,hate
d472b35e0c0c8297,"Go fuk your mom you fukin faggot.  I'll commit vandalizim on your page all fukin day long, and you'll like it you fuking quer.",1,1,1,0,1,1,hate
3365b1e4486ae013,"Your ignorance 

So typical of admins, ganging up on others and abusing their admin powers to ruin articles.",1,0,0,0,1,0,hate
bf00020c654d2507,i want some damn answers now you imbeciles,1,0,1,0,1,0,hate
085e540ecd6bc5c3,"DEAR GILLIAM, YOU PIECE OF SHIZZ

YOU THINK YOU KNOW POKEMON? I MADE POKEMON. ONLY FOR IT TO GET STOLEN BY THOSE FRAUDULENT FRAUDS AT GAME FREAK (hawaii)
THIS IS NOT THE END OF THIS

WITH LOVE,
FRANK MILLER

MWAH",1,0,1,0,1,0,hate
3b9febebd78268cb,Wikipedia's new business. Pimping sluts like . Stop that now!!!,1,0,1,0,1,0,hate
757b605c8858714b,YOU STUPID NIBOY (NEGRO),1,0,1,0,1,1,hate
8dcba239cedd67a9,"FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!",1,1,1,1,1,0,hate
d2b6d3324dc09a60,ARSE YOU FUCKING PRICK. FUCK OFF.,1,1,1,0,1,0,hate
98445b37cd9518d5,"Congrats  

Congrats that the wikidouchebags final had the good sense to name the entry after the actual name of the country. Bout time morons.",1,0,0,0,1,0,hate
5df8971b5ee5b0c1,"F UCK YOU

YOU ARE THE BASTARD WHO  IS IN THE WRONG WHAT THE HELL GIVES YOU THE RIGHT TO CENSOR THE INFORMATION I AM ADDING????",1,0,1,0,1,0,hate
cb19535b700aeb4c,"Ah, I see what you mean - that's fine then.

You speak like a total fucking cunt, but I'm sure you are not one. Best, 88.104.25.210",1,0,1,0,1,0,hate
1a491cf60634c3fa,I love to eat black people!,1,0,0,0,0,1,hate
ff12c0bbc3af0158,"I'm ganna give ya a day ta think about weather or not ya wanna deal wit me, and believe you me homie I know all bout harassment and I ain't ganna stop on this mutha fuckin syte, if i'm not unblocked at 3:00 I'm ganna hack your shyt, harras you and basicly just fuck you around, so think about it ok NiggeR?",1,0,1,0,1,0,hate
ac7ef38fbb10a59b,"""

 You no for good..rascal... 

I give u proof that dhoni is a rajput chk it http://my.opera.com/AaryanRajput/blog/. You mother fucker you bastard u biased ronchos...the bastard gujjar suppporter.. I am a badgujjar and i am a rajput..why are u vandalising our histroy by removing my content..u suckdickeer.. Y u add contents about other castes.. Badgujjars are raghav and are rajputs... u bastard.,..

Proof taht badgujjars are rajputs.. chk.. http://ebadgujar.com/history.html

Retrieved from """"http://en.wikipedia.org/wiki/User_talk:SpacemanSpiff""""""",1,0,1,0,1,0,hate
5a9205144d28bba2,"""

""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""::::::::::::::::::::::::HONESTLY what you all are doing is WRONG! STOP DISCRIMINATING US GOTHS FROM SOCIETY! HOW COME you're just making shit up, saying it's dangerous to be Goth. Well guess what, I'm Goth and I'm proud of my lifestyle subculture. Sure, we like different things but just let us be. Ecto, you're a horrible person, I hope you know that. Why list a section of 'critisim' when Maddox is just a faggot, mother-fucking sonofabithc, cock sucking asshole! fuck maddox! Jhonen SHOULD NEVER EVER EVER EVER EVER bE COMPARED WITH THAT evil man. Jhonen's never critized the lifestyle. Sure, he's made little comments of how most get into it but don't know everything about it and what it is all about but that dosen't mean he's critiquing it. If anything, Vasquez IS a Goth. GOTH FOREVER!-
The Powerful""",1,0,1,0,1,0,hate
0c02c16bee1c70e2,"asshole.... 

yep. you suck.  Jesus of Suberbia",1,0,1,0,1,0,hate
e417e281374c8841,I feel bad for you.  No one deserves to be this stupid.,1,0,0,0,1,0,hate
5fb52a42944da282,What is rong with you u pervert i ahte u just leave me alone and for ur info  i am 10 turning a 11 in one week on oct. 5 so go away i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you i hate you  i hate yo,1,0,1,0,1,0,hate
c54be1a0ed26fc71,"FUCK YOU DUMBASS ITS AN OPINION AND DONT DELETE DIS SHIT BECAUSE I HAVE RIGHT UNLIKE YOU GAY DEAD UGLY ASS MOTHER, I FUCKED HER TOO HARD. SUCKS FOR YOU AND DONT YOU FUCKING DARE DELETE THIS BITCH BECAUSE IT IS NOT VANDALISM IT IS ME REVALING YOUR GAY ASS LIFE 68.205.182.184",1,1,1,0,1,0,hate
a11e609444ac47ff,"78.101.161.86   

FuKKK OFFFF BEETCH..........",1,0,1,0,1,0,hate
04a2e9156cfd87a6,"{{unblock|WHAT THE FUCK?!?!?! The article on Anne Kilkenny was poorly written, I rewrote it so it didnt look like shit, look at my final edit you fucking dumbass.}}",1,0,1,0,1,0,hate
e0ab234cede0ede9,"Ahahaha, best name ever. What a fag.",1,0,1,0,1,0,hate
e9de4c363391b4fd,"youre gay 

You are not currently logged in. If you save any edits, your IP address will be recorded publicly in this page's edit history. If you create an account, you can conceal your IP address and be provided with many other benefits. Messages sent to your IP can be viewed on your talk page. 
Please do not save test edits. If you want to experiment, please use the sandbox.",1,0,0,0,1,0,hate
e74918f9e8b316eb,You are the biggest pussy faced bitch and I hope you rot in hell because you are a little trolling bitch who has no disregard for others now put it BACK,1,0,1,0,1,0,hate
443d88f86fdda865,"Fuck you 

I really really dislike you, Peter. I really really do.
Seriously seriously dislike you, Peter. You seriously seriously smell of poo",1,0,1,0,1,0,hate
9df6e193b6865375,"Jack and Jill 
Eric, thank you for your contribution, but I think the version I put up is more accurate and I have properly sourced it.  Please leave as is.  Thanks and keep on wiking!
 You may wish to check out Uncyclopedia. They welcome that sort of thing. '''''' (talk · contribs · email) 

I much prefer posting here than Uncyclopedia, especially since the version I put up is factually true.  Please stop censoring me, that's not very nice!

Now go fuck yourself, you nerd!",1,0,1,0,1,0,hate
2fa905a061f6b92b,"My music is recorded in Salvation Army studio and google my name, is all over google, it obvious that this person here cannot read, and is a psychopath who loves to tramp on other people and their achivements
You find nothing on this guy online;  YOU ARE A BLOODY LYING BASTARD...
Grammar, so the wiki does not have grammar fault, before the owners eventually correct them; Wiki; this man is a PSYCHO, remove his comments...

www.eddy.nu",1,0,1,0,1,0,hate
2f22eeb6fe380b75,"Fuck you Orange Suede Sof 

Fuck you Orange Suede Sofa, ClueBot, ClueBotNG, Megizue, Dreaded Walrus and J. Delanoy. You wanna be cyber bullied for personal attacks? Anonymous hates you.",1,1,1,0,1,0,hate
5649495e917a42be,"providing source for what? this idiot came and put a speedy delete tag on, a stub, there's no source needed this is just a stub with basic info such as game title and release date. i think he is just a fanboy who don't like ps3 games.",1,0,0,0,1,0,hate
6dfa14cfc1dde89c,"I wanna edit 

I wanna edit without making a username like you losers. GIVE ME MY RIGHTS!!!!!",1,0,0,0,1,0,hate
4642d68a60307935,"""

fisto is a retard nigger.""",1,0,1,0,1,1,hate
01b1926bc5c1cc78,"IT WASNT VANDALISM, DICKHEAD",1,0,1,0,1,0,hate
66267f7b5ea7ffb1,"Hey, you freaking hermaphrodite. 

When you are bored, do you bend your dick down and stick it into your vagina?",1,0,1,0,1,0,hate
aaaeb31c5d366711,"Hey, don't be a faggot.",1,0,1,0,1,1,hate
7cd3591218362849,"Radisson, not Raddison, you idiot!!!

Enough said.",1,0,0,0,1,0,hate
4fbfc26a198ea0d1,Yo mama's so fat that when she jump for joy she got stuck!,1,0,0,0,1,0,hate
e42e1e609198788e,you suck alot of dick,1,1,1,0,1,0,hate
d3153b937c456bb1,"I'm proud of mine. You are shames, thats why you lie, to reduce your shame. Examples of lies are when you said Estonian SS didn't kill any Jews, and you had many other like that. M.V.E.i.",0,0,0,0,1,0,hate
6d552382bda6396e,"This hissy fit shit is why wikipedia is a joke some fuckwit with a malfunctioning cock goes power mad to make up for impotence in the real world.

Like it or not you half wit san diego is known as a whales vagina and if you don't like it it doesn't matter. You suppurating cunt.",1,0,1,0,0,1,hate
28b59eb138ae6e1f,NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER,1,0,1,0,0,1,hate
03b0141f824d81f2,Always good to have the ignorant and mentally defective getting together. Die soon,1,0,0,0,1,0,hate
37c04d928a28400c,Fuck u hope your lanchiau will rot and drop off !,1,0,1,0,1,0,hate
de8f90a2b1ef7923,"You shut your filthy shit-eating, overflowing-with-feces mouth, you filthy, dirty anus licking hog.  Hope you fall into a ditch filled with the most obnoxious feces that is septillions of miles deep-",1,1,1,0,1,0,hate
8cd53f0520fb3bdc,"You are an arse! 

SHUTUP!",1,0,0,0,1,0,hate
25068ea1989ef280,"as hole

Take a seay from an ex anon member fuc off",1,0,1,0,1,0,hate
8f8c0e856b2c94b0,HEEY FUCKFACE YOU ARE A REAL BITCH ASS PUSSY WHIPPED MUTHAFUCKING FAGGOT SHITFACEd DICK HEAd,1,1,1,0,1,0,hate
48c24e87ece0ecdb,Lucasbfr: your mother is a cock slut,1,1,1,0,1,0,hate
f507d27df6110cad,"Wow that was lame, I never made any personal attacks.  It's really stupid of you to make insinuating comments about false comments.  I don't know where power-hungry egotists like  you get off.",1,0,0,0,1,0,hate
f1fcdcbf4dfe34e3,"I am going to shove a burning torch up your ass. 

Then I will force you to sit on an open propane tank.",1,0,1,0,1,0,hate
e1875d89d506c387,"oli is a dickhead oli is a dickheadItalic text oli is a dickhead oli is a dickheadItalic text
 oli is a dickhead oli is a dickheadItalic text oli is a dickhead oli is a dickheadItalic text
 oli is a dickhead oli is a dickheadItalic text oli is a dickhead oli is a dickheadItalic text
 oli is a dickhead oli is a dickheadItalic text oli is a dickhead oli is a dickheadItalic text
 oli is a dickhead oli is a dickheadItalic text oli is a dickhead oli is a dickheadItalic text
 oli is a dickhead oli is a dickheadItalic text oli is a dickhead oli is a dickheadItalic text",1,0,1,0,1,0,hate
694aec2676a20d0a,"One minute they're atheists or members of the Creativity movement and don't believe in satan, and the next they accuse their enemies of being satanists.

It just shows how stupid these people are.",0,0,0,0,1,0,hate
6e9a7a26514daa08,Suitecivil your a pussy ass bitch i'd fucken kick your ass any fucken day you little bitch face cunt fuck you and fuck barcelona.,1,0,1,0,1,0,hate
bed646df00e8b586,"go away  my  Article  son of  bich 

go away Article  son of  bich",1,0,1,0,1,0,hate
1b7b465afd7cb1ba,"You keep reverting my edits. You selfish, mutha******! 202.124.135.206",1,0,0,0,1,0,hate
710374fca6dfd801,"You are a fucking Nazi... 

Everything I wrote on my page was well written and factual.  You are obviously a racist Nazi Jew.",1,1,1,0,1,1,hate
645eac8a7e910a2b,Why are you being such a jerk?,1,0,1,0,1,0,hate
09e42c1742c9a50c,"but ew 

He was a fαg which is against nature and is the most disgusting thing. Youre not a woman are you? Sexism is wrong. Being wrong is for women.",1,0,1,0,0,1,hate
5d8d20eefadd8e14,"I am going to shoot you in the head and laugh as your brains splatter onto the ground and blood pools around your corpse. 

I am going to shoot you in the head and laugh as your brains splatter onto the ground and blood pools around your corpse.",1,1,0,1,0,0,hate
faf5bec124ed441d,"""== Hey Fuck-head==
Hey, just wanted to say """"Hey Fuck-head"""" seeing as you're a complete fuck-head. Do not forgive. Do not forget. Fuck you shit bitch. Go on - ban me. That's the wikipedia way. Just shut out the objectors (to the admin power trip) and go on with your day. If people like you ruled the world we'd be extinct before we were ever supposed to be. Again - fuck you shit-bitch.
""",1,1,1,0,1,0,hate
253736c0f9f919ab,you idiotic dung whore,1,0,1,0,1,0,hate
be957b67f563349f,"Oh sup 

I love you you fucking lesbo.",1,0,1,0,1,1,hate
65457617f2de709b,"editing my talk page 

Listen!, GSK I am sick of finding you're frickin, lame advice on my talk page. KEEP YOUR NOSE IN YOUR OWN BUSINESS! From now no more speedy deletion, warnings, or blockage of editing!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! NOW SHUT UP, YOU MORON!!!",1,0,0,0,1,0,hate
